model,regime,criterion,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
ensemble,zero_shot,Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.11111111111111116,0.0,0.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.0,1.0,0.33333333333333337,0.33333333333333337,0.0
ensemble,zero_shot,Enables comparison between models and overfitting issues,2,2,1.0,0.0,0.0,0.0,0.75,0.7905694150420949,0.75,,,0.0,1.0,0.25,0.26352313834736496,0.0
ensemble,zero_shot,Understanding of normalization and related problems(3),10,10,1.0,0.19417475728155342,0.0625,-0.046511627906976605,0.9,1.0185774393731681,-0.9,0.7099522928088311,0.7095748751868992,0.1,0.6,0.3,0.33952581312438934,0.0
ensemble,zero_shot,Explanation of normal forms(3),10,10,1.0,0.6713852376137512,0.4101123595505618,0.010989010989011172,0.525,0.6373774391990981,-0.475,0.8394873490604253,0.8915967995350681,0.1,0.9,0.175,0.21245914639969934,0.0
ensemble,zero_shot,Use of example(2),10,10,1.0,0.3843843843843844,0.1823899371069182,0.021739130434782483,0.65,0.7158910531638176,-0.25,0.5280247682426917,0.687304199232634,0.1,0.9,0.325,0.3579455265819088,0.0
ensemble,zero_shot,Clear and organized writing(2),10,10,1.0,-0.15304347826086961,0.050000000000000044,0.25,0.3799999952316284,0.575760366405298,0.3700000047683716,-0.4878060966671741,-0.46126560401444255,0.4,0.9,0.1899999976158142,0.287880183202649,0.0
ensemble,zero_shot,Understanding of schema and instance (2),6,6,1.0,0.09302325581395343,0.05263157894736836,0.0,0.5,0.5204164998665332,0.25,0.25,0.25000000000000006,0.0,1.0,0.25,0.2602082499332666,0.0
ensemble,zero_shot,Explanation of different types of keys with examples (4),6,6,1.0,0.34782608695652184,0.21052631578947378,0.11764705882352944,0.4166666666666667,0.45643546458763845,0.25,0.6324555320336759,0.632455532033676,0.16666666666666666,1.0,0.10416666666666667,0.11410886614690961,0.0
ensemble,zero_shot,Correct identification of keys in given relation (2),6,6,1.0,0.3168316831683168,0.15999999999999992,0.0,0.5833333333333334,0.6922186552431729,0.4166666666666667,0.6859943405700352,0.6708203932499369,0.0,0.8333333333333334,0.2916666666666667,0.34610932762158647,0.0
ensemble,zero_shot,Clear and organized writing (2),6,6,1.0,-0.10526315789473695,-0.05882352941176472,0.0,0.5,0.5400617248673217,0.08333333333333333,-0.15811388300841897,-0.11180339887498951,0.0,1.0,0.25,0.27003086243366087,0.0
ensemble,zero_shot,Identification of Layers (2 Marks),9,9,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
ensemble,zero_shot,Explanation of Layers with diagram (4 Marks),9,9,1.0,0.5161290322580645,0.31932773109243706,0.11267605633802824,0.5,0.6454972243679028,0.16666666666666666,0.6666666666666665,0.7005166394541487,0.2222222222222222,0.8888888888888888,0.125,0.1613743060919757,0.0
ensemble,zero_shot,Technical Accuracy (2 Marks),9,9,1.0,0.047477744807121525,0.0,0.0,0.75,0.8620067027323833,0.4722222222222222,0.21320071635561047,0.19518001458970663,0.0,0.7777777777777778,0.375,0.43100335136619167,0.0
ensemble,zero_shot,Examples/Protocols(1 Mark),9,9,1.0,0.0,0.0,0.0,0.5,0.5,-0.16666666666666666,,,0.0,1.0,0.5,0.5,0.0
ensemble,zero_shot,Clarity & Organization (1 Mark),9,9,1.0,0.055944055944055826,0.03389830508474556,0.0,0.5277777777777778,0.5590169943749475,0.3055555555555556,0.15811388300841897,0.15811388300841897,0.0,1.0,0.5277777777777778,0.5590169943749475,0.0
ensemble,zero_shot,Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.25,0.25,-0.08333333333333333,,,0.0,1.0,0.09999999999999998,0.09999999999999998,0.0
ensemble,zero_shot,Purpose of Quantization,3,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.3535533905932738,-0.3333333333333333,,,0.0,1.0,0.1333333333333333,0.14142135623730948,0.0
ensemble,zero_shot,Max-Lloyd Algorithm Explanation,3,3,1.0,0.0,0.0,0.0,0.5,0.5,-0.16666666666666666,,,0.0,1.0,0.19999999999999998,0.2,0.0
ensemble,zero_shot,Boundary & Centroid Conditions,3,3,1.0,-0.23529411764705888,-0.125,0.0,0.5,0.5400617248673217,0.0,-0.49999999999999994,-0.5000000000000001,0.0,1.0,0.20000000000000004,0.21602468994692872,0.0
ensemble,zero_shot,Importance of Data Mining Marks=(4),8,8,1.0,0.3626373626373627,0.22580645161290325,0.1578947368421053,1.125,1.346291201783626,0.75,0.4958623105488097,0.6800604525048979,0.25,0.5,0.28125,0.3365728004459065,0.0
ensemble,zero_shot,Definition of Data Mining,8,8,1.0,0.8793103448275862,0.6825396825396826,0.34693877551020413,0.3125,0.46770717334674267,-0.1875,0.8980599244521363,0.7436978013636227,0.5,1.0,0.078125,0.11692679333668567,0.0
ensemble,zero_shot,Example / Application,13,13,1.0,0.4946578767901796,0.30066322770817977,0.02499999999999991,1.4038461538461537,1.5704604910172537,0.7884615384615384,0.7089490077940541,0.8370178029141373,0.07692307692307693,0.46153846153846156,0.35096153846153844,0.39261512275431343,0.0
ensemble,zero_shot,KDD Process Steps,8,8,1.0,0.808,0.5384615384615384,0.09433962264150941,0.75,0.8660254037844386,-0.25,0.9060938341128382,0.9144087208387989,0.25,1.0,0.1875,0.21650635094610965,0.0
ensemble,zero_shot,Understanding of Concept,10,10,1.0,0.24,0.15384615384615385,0.05882352941176472,0.55,0.689202437604511,-0.35,0.29851115706299675,0.29211869733608864,0.2,0.9,0.1375,0.17230060940112776,0.0
ensemble,zero_shot,Step-by-Step Procedure,10,10,1.0,0.08026755852842804,-0.06060606060606055,-0.1428571428571428,0.7,0.82915619758885,-0.6,0.1594482010358202,0.19084525517264356,0.2,0.9,0.175,0.2072890493972125,0.0
ensemble,zero_shot,Accuracy of Final Answer,10,10,1.0,0.12182741116751272,0.05405405405405406,0.04761904761904745,0.875,1.039831717154271,0.875,0.46291004988627565,0.4321208107251124,0.2,0.8,0.21875,0.25995792928856776,0.0
ensemble,zero_shot,Clarity & Presentation,10,10,1.0,-0.15999999999999992,-0.08333333333333326,0.0,0.65,0.85146931829632,-0.45,-0.33333333333333337,-0.3187276291558383,0.3,0.8,0.1625,0.21286732957408,0.0
ensemble,zero_shot,Supervised Learning,9,9,1.0,-0.06451612903225801,-0.05882352941176472,-0.050000000000000044,0.3333333333333333,0.39086797998528583,-0.2777777777777778,-0.18898223650461365,-0.1889822365046136,0.2222222222222222,1.0,0.1333333333333333,0.1563471919941143,0.0
ensemble,zero_shot,Unsupervised Learning,9,9,1.0,0.0,0.0,0.0,0.3333333333333333,0.408248290463863,-0.3333333333333333,,,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
ensemble,zero_shot,Reinforcement Learning,9,9,1.0,0.5229681978798586,0.2622950819672131,0.05263157894736836,0.4166666666666667,0.5590169943749475,-0.1388888888888889,0.9540646527893837,0.6123724356957946,0.3333333333333333,0.8888888888888888,0.16666666666666663,0.22360679774997894,0.0
ensemble,zero_shot,"Example, Overall Clarity & Structure",9,9,1.0,-0.1178947368421055,-0.036363636363636376,0.08695652173913038,0.5277777777777778,0.6400954789890507,0.25,-0.2862512870383358,-0.2514706009195581,0.2222222222222222,0.8888888888888888,0.21111111111111114,0.2560381915956203,0.0
ensemble,zero_shot,Definition of Method Overloading,5,5,1.0,0.0,0.0,0.0,1.6,2.0976176963403033,1.6,,,0.4,0.4,0.4,0.5244044240850758,0.0
ensemble,zero_shot,Definition of Method Overriding,5,5,1.0,0.0,0.0,0.0,2.5,2.692582403567252,2.5,,,0.0,0.2,0.625,0.673145600891813,0.0
ensemble,zero_shot,Comparision,5,5,1.0,-0.08163265306122458,-0.031746031746031855,0.04761904761904767,1.3,1.6278820596099706,-0.1,-0.32274861218395123,-0.3952847075210474,0.2,0.6,0.325,0.40697051490249264,0.0
internvl3,few_shot,Supervised Learning,9,9,1.0,0.0,0.0,0.0,0.3333333333333333,0.408248290463863,-0.3333333333333333,,,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
internvl3,few_shot,Unsupervised Learning,9,9,1.0,0.0,0.0,0.0,0.3333333333333333,0.408248290463863,-0.3333333333333333,,,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
internvl3,few_shot,Reinforcement Learning,9,9,1.0,0.8465909090909091,0.5344827586206895,0.0847457627118644,0.3333333333333333,0.408248290463863,-0.3333333333333333,0.9605110355785013,0.7144345083117604,0.3333333333333333,1.0,0.1333333333333333,0.1632993161855452,0.0
internvl3,few_shot,"Example, Overall Clarity & Structure",9,9,1.0,0.22413793103448265,0.09999999999999998,-0.016129032258064502,0.4444444444444444,0.5270462766947299,0.2222222222222222,0.47918635750341576,0.4938784559013885,0.2222222222222222,1.0,0.17777777777777778,0.21081851067789198,0.0
internvl3,few_shot,Defintion of climate and weather,6,6,1.0,0.0,0.0,0.0,1.1666666666666667,1.224744871391589,-1.1666666666666667,,,0.0,0.8333333333333334,0.5833333333333334,0.6123724356957945,0.0
internvl3,few_shot,Name of the climate variables,6,6,1.0,-0.07999999999999985,-0.04999999999999982,-0.028571428571428692,1.1666666666666667,1.224744871391589,-0.8333333333333334,-0.2,-0.20000000000000007,0.0,0.8333333333333334,0.5833333333333334,0.6123724356957945,0.0
internvl3,few_shot,Hemato-biochemical changes in rohu due to an increase of temparature,6,6,1.0,-0.03200000000000003,0.0,0.0,0.8333333333333334,0.9464847243000456,-0.8333333333333334,-0.20000000000000012,-0.20000000000000007,0.0,0.8333333333333334,0.4166666666666667,0.4732423621500228,0.0
internvl3,few_shot,Understanding of Concept,10,10,1.0,0.043165467625899234,0.0357142857142857,0.0,1.35,1.823458252881047,-1.15,0.10874991503916212,0.14231361339296403,0.2,0.7,0.3375,0.45586456322026175,0.0
internvl3,few_shot,Step-by-Step Procedure,10,10,1.0,0.17391304347826086,0.21052631578947367,0.32432432432432434,0.9,1.378404875209022,-0.9,0.3651483716701108,0.29814239699997197,0.5,0.7,0.225,0.3446012188022555,0.0
internvl3,few_shot,Accuracy of Final Answer,10,10,1.0,0.2666666666666667,0.1428571428571429,0.04761904761904767,1.2,1.4832396974191326,0.2,0.39528470752104733,0.3952847075210474,0.2,0.7,0.3,0.37080992435478316,0.0
internvl3,few_shot,Clarity & Presentation,10,10,1.0,-0.12456747404844282,-0.14130434782608692,-0.11111111111111116,1.05,1.2747548783981961,-0.75,-0.20751433915982245,-0.23674493952985348,0.2,0.7,0.2625,0.31868871959954903,0.0
internvl3,few_shot,Concept of Histogram Equalization,4,4,1.0,0.35,0.0,-0.33333333333333326,0.875,0.9013878188659973,0.375,0.4061811972299617,0.38888888888888895,0.0,1.0,0.21875,0.22534695471649932,0.0
internvl3,few_shot,Necessity of Histogram Equalization,4,4,1.0,0.1132075471698113,0.0,-0.1428571428571428,1.625,1.713913650100261,1.625,0.5773502691896257,0.5773502691896257,0.0,0.25,0.40625,0.42847841252506524,0.0
internvl3,few_shot,Concept of Histogram Matching,4,4,1.0,0.25,0.06666666666666665,-0.06666666666666665,0.875,0.9682458365518543,0.125,0.25482359571881275,0.316227766016838,0.0,0.75,0.21875,0.24206145913796356,0.0
internvl3,few_shot,Necessity of Histogram Matching,4,4,1.0,0.1132075471698113,0.0,-0.1428571428571428,1.625,1.713913650100261,1.625,0.5773502691896257,0.5773502691896257,0.0,0.25,0.40625,0.42847841252506524,0.0
internvl3,few_shot,Understanding of schema and instance (2),6,6,1.0,0.12903225806451624,0.0,-0.12499999999999978,1.1666666666666667,1.224744871391589,-1.1666666666666667,0.6324555320336758,0.632455532033676,0.0,0.8333333333333334,0.5833333333333334,0.6123724356957945,0.0
internvl3,few_shot,Explanation of different types of keys with examples (4),6,6,1.0,0.07692307692307676,-2.220446049250313e-16,-0.07142857142857162,1.0,1.1547005383792515,-1.0,0.2499999999999999,0.25000000000000006,0.16666666666666666,0.8333333333333334,0.25,0.28867513459481287,0.0
internvl3,few_shot,Correct identification of keys in given relation (2),6,6,1.0,0.23529411764705876,0.16666666666666663,0.06250000000000011,0.8333333333333334,1.0408329997330663,-0.6666666666666666,0.34299717028501775,0.33541019662496846,0.16666666666666666,0.8333333333333334,0.4166666666666667,0.5204164998665332,0.0
internvl3,few_shot,Clear and organized writing (2),6,6,1.0,0.3265306122448979,0.08695652173913038,-0.07142857142857162,0.5833333333333334,0.67700320038633,-0.4166666666666667,0.4417261042993862,0.4264014327112209,0.16666666666666666,1.0,0.2916666666666667,0.338501600193165,0.0
internvl3,few_shot,Definition of Method Overloading,5,5,1.0,-0.06060606060606055,-0.11111111111111116,-0.0869565217391306,1.6,1.6733200530681511,0.8,-0.14744195615489708,0.0,0.0,0.4,0.4,0.4183300132670378,0.0
internvl3,few_shot,Definition of Method Overriding,5,5,1.0,-0.24489795918367352,-0.1643835616438356,0.0,1.7,1.746424919657298,1.1,-0.6123724356957945,-0.6123724356957945,0.0,0.2,0.425,0.4366062299143245,0.0
internvl3,few_shot,Comparision,5,5,1.0,0.5833333333333333,0.375,0.13043478260869557,1.2,1.4142135623730951,-1.2,0.922330984215777,0.7499999999999999,0.2,0.6,0.3,0.3535533905932738,0.0
internvl3,few_shot,Example / Application,13,13,1.0,0.5275908479138627,0.33447098976109224,0.12030075187969913,1.1538461538461537,1.4411533842457842,0.07692307692307693,0.6338562626601718,0.6433623351888286,0.3076923076923077,0.5384615384615384,0.28846153846153844,0.36028834606144605,0.0
internvl3,few_shot,Definition of Data Mining,8,8,1.0,0.4736842105263158,0.23809523809523814,-0.03703703703703698,1.0,1.118033988749895,-1.0,0.8783100656536798,0.8499999999999999,0.125,0.875,0.25,0.2795084971874737,0.0
internvl3,few_shot,KDD Process Steps,8,8,1.0,0.620253164556962,0.4098360655737705,0.1724137931034483,1.125,1.3693063937629153,-1.125,0.9563820714895626,0.8770580193070292,0.25,0.625,0.28125,0.3423265984407288,0.0
internvl3,few_shot,Importance of Data Mining Marks=(4),8,8,1.0,0.2615384615384615,0.25,0.23809523809523814,0.75,1.224744871391589,-0.25,0.34927410705250356,0.5491696473652761,0.5,0.875,0.1875,0.30618621784789724,0.0
internvl3,few_shot,Understanding of normalization and related problems(3),10,10,1.0,0.026905829596412523,0.0,0.0,2.25,2.329162939770423,-2.25,0.35355339059327373,0.3464674335917916,0.0,0.0,0.7500000000000001,0.7763876465901411,0.0
internvl3,few_shot,Explanation of normal forms(3),10,10,1.0,0.0,0.0,0.0,1.8,1.9621416870348585,-1.8,,,0.0,0.3,0.6,0.6540472290116194,0.0
internvl3,few_shot,Use of example(2),10,10,1.0,-0.05566218809980805,-0.05633802816901401,-0.09756097560975618,1.5,1.6583123951777,-1.4,-0.6126001088403286,-0.5249994873054386,0.1,0.3,0.75,0.82915619758885,0.0
internvl3,few_shot,Clear and organized writing(2),10,10,1.0,0.02826267664172899,0.05102040816326525,0.01098901098901095,0.9299999952316285,1.0812030279287208,-0.9299999952316285,0.1025903596939132,-0.04348853820356281,0.1,0.5,0.46499999761581423,0.5406015139643604,0.0
internvl3,few_shot,Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.408248290463863,-0.3333333333333333,,,0.3333333333333333,1.0,0.1333333333333333,0.16329931618554516,0.0
internvl3,few_shot,Purpose of Quantization,3,3,1.0,,,,0.5,0.5,-0.5,,,0.0,1.0,0.19999999999999996,0.19999999999999996,0.0
internvl3,few_shot,Max-Lloyd Algorithm Explanation,3,3,1.0,-0.2857142857142858,-0.20000000000000018,-0.125,0.6666666666666666,0.7071067811865476,-0.3333333333333333,-0.49999999999999994,-0.5000000000000001,0.0,1.0,0.26666666666666666,0.28284271247461906,0.0
internvl3,few_shot,Boundary & Centroid Conditions,3,3,1.0,0.0,0.0,0.0,0.8333333333333334,0.9574271077563381,-0.8333333333333334,,,0.0,0.6666666666666666,0.3333333333333333,0.3829708431025352,0.0
internvl3,few_shot,Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,0.0,0.0,0.0,1.75,1.7677669529663689,-1.75,,,0.0,0.0,0.5833333333333333,0.5892556509887896,0.0
internvl3,few_shot,"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
internvl3,few_shot,Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.0,0.0,0.0,0.25,0.3535533905932738,-0.25,,,0.5,1.0,0.08333333333333333,0.11785113019775792,0.0
internvl3,few_shot,Enables comparison between models and overfitting issues,2,2,1.0,0.0,0.0,0.0,0.25,0.3535533905932738,-0.25,,,0.5,1.0,0.08333333333333333,0.11785113019775792,0.0
internvl3,few_shot,Identification of Layers (2 Marks),9,9,1.0,0.0,0.0,0.0,0.3888888888888889,0.6009252125773316,-0.3888888888888889,,,0.5555555555555556,1.0,0.19444444444444445,0.3004626062886658,0.0
internvl3,few_shot,Explanation of Layers with diagram (4 Marks),9,9,1.0,0.3529411764705882,0.12903225806451613,-0.09090909090909105,1.0,1.1055415967851334,-1.0,0.8660254037844385,0.9045340337332909,0.1111111111111111,0.8888888888888888,0.25,0.27638539919628335,0.0
internvl3,few_shot,Technical Accuracy (2 Marks),9,9,1.0,0.1686746987951807,0.1325301204819278,0.059701492537313494,0.8888888888888888,1.130388330520878,-0.7777777777777778,0.2820380374088831,0.2766416675862441,0.2222222222222222,0.7777777777777778,0.4444444444444444,0.565194165260439,0.0
internvl3,few_shot,Examples/Protocols(1 Mark),9,9,1.0,0.12903225806451601,0.11764705882352944,0.10000000000000009,0.5555555555555556,0.7071067811865476,-0.5555555555555556,0.3779644730092272,0.3779644730092272,0.3333333333333333,1.0,0.5555555555555556,0.7071067811865476,0.0
internvl3,few_shot,Clarity & Organization (1 Mark),9,9,1.0,0.2499999999999999,0.14285714285714268,0.07692307692307687,0.4444444444444444,0.4714045207910317,0.2222222222222222,0.5,0.5,0.1111111111111111,1.0,0.4444444444444444,0.4714045207910317,0.0
internvl3,full,Supervised Learning,9,9,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
internvl3,full,Unsupervised Learning,9,9,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
internvl3,full,Reinforcement Learning,9,9,1.0,0.9319899244332494,0.7326732673267327,0.32500000000000007,0.16666666666666666,0.28867513459481287,0.16666666666666666,0.9540646527893837,0.6123724356957946,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
internvl3,full,"Example, Overall Clarity & Structure",9,9,1.0,0.368421052631579,0.16666666666666652,-0.050000000000000044,0.5555555555555556,0.6666666666666666,0.4444444444444444,0.5160468465421401,0.5173964776109785,0.2222222222222222,1.0,0.2222222222222222,0.2666666666666667,0.0
internvl3,full,Defintion of climate and weather,6,6,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
internvl3,full,Name of the climate variables,6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.816496580927726,0.3333333333333333,,,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.408248290463863,0.0
internvl3,full,Hemato-biochemical changes in rohu due to an increase of temparature,6,6,1.0,0.0,0.0,0.0,0.08333333333333333,0.2041241452319315,0.08333333333333333,,,0.8333333333333334,1.0,0.041666666666666664,0.10206207261596575,0.0
internvl3,full,Understanding of Concept,10,10,1.0,0.6,0.6,0.6,0.2,0.4472135954999579,0.2,0.6546536707079771,0.6546536707079771,0.8,1.0,0.05,0.11180339887498948,0.0
internvl3,full,Step-by-Step Procedure,10,10,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.4,0.6324555320336759,0.4,0.4082482904638631,0.408248290463863,0.6,1.0,0.1,0.15811388300841897,0.0
internvl3,full,Accuracy of Final Answer,10,10,1.0,0.0,0.0,0.0,0.4,0.6324555320336759,0.0,,,0.6,1.0,0.1,0.15811388300841897,0.0
internvl3,full,Clarity & Presentation,10,10,1.0,0.34782608695652173,0.31818181818181823,0.30232558139534893,0.3,0.5477225575051661,-0.1,0.4444444444444445,0.46481112585226414,0.7,1.0,0.075,0.13693063937629152,0.0
internvl3,full,Concept of Histogram Equalization,4,4,1.0,0.5555555555555556,0.33333333333333337,0.11111111111111116,0.5,0.7071067811865476,0.5,0.8703882797784892,0.8164965809277261,0.5,1.0,0.125,0.1767766952966369,0.0
internvl3,full,Necessity of Histogram Equalization,4,4,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,0.5,,,0.5,1.0,0.125,0.1767766952966369,0.0
internvl3,full,Concept of Histogram Matching,4,4,1.0,0.5555555555555556,0.33333333333333337,0.11111111111111116,0.5,0.7071067811865476,0.5,0.8703882797784892,0.8164965809277261,0.5,1.0,0.125,0.1767766952966369,0.0
internvl3,full,Necessity of Histogram Matching,4,4,1.0,0.5,0.5,0.5,0.25,0.5,0.25,0.5773502691896258,0.5773502691896257,0.75,1.0,0.0625,0.125,0.0
internvl3,full,Understanding of schema and instance (2),6,6,1.0,0.2499999999999999,0.2499999999999999,0.25,0.3333333333333333,0.5773502691896257,0.0,0.24999999999999997,0.25000000000000006,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
internvl3,full,Explanation of different types of keys with examples (4),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.08333333333333333,0.14433756729740643,0.0
internvl3,full,Correct identification of keys in given relation (2),6,6,1.0,0.47058823529411753,0.3076923076923076,0.18181818181818177,0.5,0.7071067811865476,0.5,0.6859943405700353,0.6708203932499369,0.5,1.0,0.25,0.3535533905932738,0.0
internvl3,full,Clear and organized writing (2),6,6,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,-0.3333333333333333,,,0.6666666666666666,1.0,0.16666666666666666,0.28867513459481287,0.0
internvl3,full,Definition of Method Overloading,5,5,1.0,0.161849710982659,0.0,-0.19047619047619047,2.2,2.4083189157584592,2.2,0.8427009716003843,0.9128709291752769,0.0,0.4,0.55,0.6020797289396148,0.0
internvl3,full,Definition of Method Overriding,5,5,1.0,-0.041450777202072464,0.0,0.0,2.9,3.170173496829472,2.9,-0.40824829046386296,-0.408248290463863,0.0,0.2,0.725,0.792543374207368,0.0
internvl3,full,Comparision,5,5,1.0,0.0,0.0,0.0,3.0,3.3763886032268267,-3.0,,,0.2,0.2,0.75,0.8440971508067067,0.0
internvl3,full,Example / Application,13,13,1.0,0.6032315978456014,0.563758389261745,0.5411764705882353,0.7692307692307693,1.6172150801252798,0.15384615384615385,0.6058392513710817,0.6405884289881729,0.7692307692307693,0.7692307692307693,0.19230769230769232,0.40430377003131995,0.0
internvl3,full,Definition of Data Mining,8,8,1.0,0.8285714285714285,0.6363636363636364,0.3846153846153846,0.375,0.6123724356957945,0.125,0.8424396959724838,0.7171371656006362,0.625,1.0,0.09375,0.15309310892394862,0.0
internvl3,full,KDD Process Steps,8,8,1.0,0.7634408602150538,0.6551724137931034,0.4666666666666667,0.625,1.1726039399558574,0.375,0.7828713419163591,0.7703288865196434,0.625,0.875,0.15625,0.29315098498896436,0.0
internvl3,full,Importance of Data Mining Marks=(4),8,8,1.0,0.3555555555555555,0.2666666666666667,0.020408163265306145,1.375,1.9039432764659772,0.875,0.4372498751553574,0.26315789473684215,0.25,0.75,0.34375,0.4759858191164943,0.0
internvl3,full,Understanding of normalization and related problems(3),10,10,1.0,0.6060606060606061,0.4155844155844156,0.2222222222222222,0.45,0.570087712549569,-0.45,0.8380019039424889,0.8221083073205848,0.3,1.0,0.15,0.190029237516523,0.0
internvl3,full,Explanation of normal forms(3),10,10,1.0,0.7727272727272727,0.625,0.45945945945945954,0.3,0.5,-0.3,0.8603873508150983,0.8957816137226321,0.6,1.0,0.1,0.16666666666666669,0.0
internvl3,full,Use of example(2),10,10,1.0,0.3939393939393939,0.20454545454545459,0.03614457831325313,0.7,0.8366600265340756,-0.4,0.47244209270135834,0.4385199443606496,0.2,0.9,0.35,0.4183300132670378,0.0
internvl3,full,Clear and organized writing(2),10,10,1.0,0.2947368421052632,0.06666666666666665,-0.11111111111111094,0.27999999523162844,0.36606010044660325,0.12000000476837158,0.38018781309297256,0.282466341433016,0.4,1.0,0.13999999761581422,0.18303005022330163,0.0
internvl3,full,Definition of Quantization,3,3,1.0,0.0,0.0,0.0,0.16666666666666666,0.28867513459481287,0.16666666666666666,,,0.6666666666666666,1.0,0.06666666666666665,0.11547005383792512,0.0
internvl3,full,Purpose of Quantization,3,3,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
internvl3,full,Max-Lloyd Algorithm Explanation,3,3,1.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896257,0.3333333333333333,,,0.6666666666666666,1.0,0.13333333333333333,0.23094010767585033,0.0
internvl3,full,Boundary & Centroid Conditions,3,3,1.0,0.0,0.0,0.0,0.6666666666666666,0.816496580927726,0.6666666666666666,,,0.3333333333333333,1.0,0.26666666666666666,0.32659863237109044,0.0
internvl3,full,Importance of R² and Variability (eg. 0.85 or 85%) explained by the model,2,2,1.0,0.0,0.0,0.0,0.5,0.7071067811865476,-0.5,,,0.5,1.0,0.16666666666666666,0.23570226039551584,0.0
internvl3,full,"Mathematical Expression & Interpretation and Evaluate model performance by               R² ≈ 1 → very good fit 
R² ≈ 0 → poor fit 
R²<0 → model is worse than just using the mean",2,2,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
internvl3,full,Critical Insight (Limitations / Adjusted R²) and higher R² strengthens confidence,2,2,1.0,0.0,0.0,0.0,0.25,0.3535533905932738,0.25,,,0.5,1.0,0.08333333333333333,0.11785113019775792,0.0
internvl3,full,Enables comparison between models and overfitting issues,2,2,1.0,0.0,0.0,0.0,0.25,0.3535533905932738,0.25,,,0.5,1.0,0.08333333333333333,0.11785113019775792,0.0
internvl3,full,Identification of Layers (2 Marks),9,9,1.0,,,,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0
internvl3,full,Explanation of Layers with diagram (4 Marks),9,9,1.0,0.27586206896551724,0.08695652173913038,-0.050000000000000044,0.7777777777777778,0.8819171036881969,-0.5555555555555556,0.5773502691896258,0.6030226891555273,0.2222222222222222,1.0,0.19444444444444445,0.22047927592204922,0.0
internvl3,full,Technical Accuracy (2 Marks),9,9,1.0,0.4545454545454545,0.3571428571428571,0.2499999999999999,0.6666666666666666,0.9428090415820634,-0.4444444444444444,0.5330017908890261,0.5367450401216932,0.4444444444444444,0.8888888888888888,0.3333333333333333,0.4714045207910317,0.0
internvl3,full,Examples/Protocols(1 Mark),9,9,1.0,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.1111111111111111,0.3333333333333333,-0.1111111111111111,0.7905694150420949,0.7905694150420948,0.8888888888888888,1.0,0.1111111111111111,0.3333333333333333,0.0
internvl3,full,Clarity & Organization (1 Mark),9,9,1.0,0.7692307692307692,0.7692307692307692,0.7692307692307692,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.7905694150420948,0.7905694150420948,0.8888888888888888,1.0,0.1111111111111111,0.3333333333333333,0.0
internvl3,lora,Supervised Learning,9,9,1.0,-0.20000000000000018,-0.20000000000000018,-0.20000000000000018,0.2222222222222222,0.3333333333333333,0.1111111111111111,-0.25000000000000006,-0.25,0.5555555555555556,1.0,0.08888888888888886,0.1333333333333333,0.0
